speakerGender,object,workerid,utterance,slide_number_in_experiment,Word,content,speakerName,response,exp,rt,Answer.time_in_minutes
M,,241,Did Dennis tweet that Emma studied on Saturday morning?,27,tweet,Emma studied on Saturday morning,Christopher,0.65,stim,1667,5.010033333333333
F,,241,Did Tim suppose that Sophia got a tattoo?,28,suppose,Sophia got a tattoo,Linda,0.52,stim,1837,5.010033333333333
M,,241,Did Madison have a baby?,29,,Madison had a baby,Thomas,0.61,control,2339,5.010033333333333
F,,241,Did Kaitlin cringe that Jason made a cake?,30,cringe,Jason made a cake,Michelle,0.82,stim,1624,5.010033333333333
F,,241,Is Manuel offended that Zoe calculated the tip?,31,offend,Zoe calculated the tip,Kimberly,0.62,stim,1786,5.010033333333333
F,,241,Did Scott whine that Courtney woke up early yesterday?,32,whine,Courtney woke up early yesterday,Jessica,0.84,stim,3432,5.010033333333333
M,,241,Did Rebecca simulate that Owen shoveled snow last winter?,33,simulate,Owen shoveled snow last winter,David,0.43,stim,3074,5.010033333333333
M,,241,Is Kevin alarmed that Danielle painted her room?,34,alarm,Danielle painted her room,Steven,0.61,stim,1594,5.010033333333333
F,,241,Is Mary's aunt sick?,35,,Mary's aunt is sick,Dorothy,0.71,control,3890,5.010033333333333
,Elizabeth,242,bot_check,1,,,,Elizabeth,,0,4.3748
F,,242,Did Cynthia compute that Jackson ran 10 miles?,3,compute,Jackson ran 10 miles,Margaret,0.3,stim,6324,4.3748
F,,242,Did Kevin expose that Audrey went to a party?,4,expose,Audrey went to a party,Sandra,0.45,stim,4735,4.3748
F,,242,Did Eli fantasize that Emma studied on Saturday morning?,5,fantasize,Emma studied on Saturday morning,Helen,0.21,stim,4850,4.3748
F,,242,Did Brenda think that Jon went out for dinner?,6,think,Jon went out for dinner,Ashley,0.53,stim,3842,4.3748
F,,242,Did Rebecca express that Fred missed the train?,7,express,Fred missed the train,Dorothy,0.47,stim,4190,4.3748
F,,242,Did Brian tweet that Hannah called her parents?,8,tweet,Hannah called her parents,Michelle,0.54,stim,4942,4.3748
F,,242,Did Heather cringe that Julian cleaned his room?,9,cringe,Julian cleaned his room,Betty,1,stim,5645,4.3748
F,,242,Did Amanda whine that Tony had a drink last night?,10,whine,Tony had a drink last night,Karen,0.74,stim,5655,4.3748
M,,242,Is Shirley thrilled that Charley spilled the wine?,11,thrill,Charley spilled the wine,Matthew,0.84,stim,3600,4.3748
M,,242,Did Patrick weep that Danielle painted her room?,12,weep,Danielle painted her room,Richard,0.86,stim,3237,4.3748
M,,242,Did Regina shout that Frank got a cat?,13,shout,Frank got a cat,David,0.49,stim,4752,4.3748
M,,242,Is Zack coming to the meeting tomorrow?,14,,Zack is coming to the meeting tomorrow,Mark,0.5,control,7582,4.3748
M,,242,Is Ruth irritated that Jayden rented a car?,15,irritate,Jayden rented a car,Thomas,0.88,stim,5267,4.3748
F,,242,Is Manuel insulted that Mary planted a tree?,16,insult,Mary planted a tree,Donna,0.94,stim,3981,4.3748
M,,242,Is Catherine charmed that Jason made a cake?,17,charm,Jason made a cake,Steven,0.89,stim,3809,4.3748
M,,242,Did Kaitlin squeal that Owen shoveled snow last winter?,18,squeal,Owen shoveled snow last winter,Christopher,0.42,stim,5215,4.3748
F,,242,Is Alan pained that Sophia got a tattoo?,19,pain,Sophia got a tattoo,Jennifer,0.89,stim,4889,4.3748
F,,242,Is Tim amused that Josie went on vacation to France?,20,amuse,Josie went on vacation to France,Lisa,0.79,stim,5623,4.3748
M,,242,Is Stephanie distressed that Lucas bought new shoes?,21,distress,Lucas bought new shoes,Paul,0.71,stim,3243,4.3748
F,,242,Did Todd play football in high school?,22,,Todd played football in high school,Sarah,0.51,control,6684,4.3748
M,,242,Was Hendrick's car expensive?,23,,Hendrick's car was expensive,Kenneth,0.5,control,5190,4.3748
F,,242,Is Ray excited that Isabella ate a steak on Sunday?,24,excite,Isabella ate a steak on Sunday,Linda,0.57,stim,5488,4.3748
M,,242,Did Madison have a baby?,25,,Madison had a baby,William,0.44,control,4253,4.3748
F,,242,Did Sharon pray that Danny ate the last cupcake?,26,pray,Danny ate the last cupcake,Susan,0.26,stim,5722,4.3748
F,,242,Did Bobby anticipate that Natasha got a promotion?,27,anticipate,Natasha got a promotion,Nancy,0.7,stim,5004,4.3748
M,,242,Did Amy write that Allen went to the museum?,28,write,Allen went to the museum,Robert,0.43,stim,5693,4.3748
F,,242,Did Jerry retract that Courtney woke up early yesterday?,29,retract,Courtney woke up early yesterday,Jessica,0.3,stim,6636,4.3748
F,,242,Is Mary's aunt sick?,30,,Mary's aunt is sick,Carol,0.5,control,3788,4.3748
F,,242,Did Laura bet that Dylan argued with his parents?,31,bet,Dylan argued with his parents,Elizabeth,0.38,stim,4904,4.3748
M,,242,Is Francisco troubled that Emily bought a car yesterday?,32,trouble,Emily bought a car yesterday,Logan,0.78,stim,3404,4.3748
M,,242,Is Melissa fascinated that Josh learned to ride a bike yesterday?,33,facinate,Josh learned to ride a bike yesterday,George,0.9,stim,3729,4.3748
F,,242,Is Vanessa good at math?,34,,Vanessa is good at math,Kimberly,0.5,control,3409,4.3748
M,,242,Is Nicole tortured that Cole celebrated his friend's birthday?,35,torture,Cole celebrated his friend's birthday,James,0.72,stim,6780,4.3748
,Mary,243,bot_check,1,,,,mary,,0,4.32005
F,,243,Did Todd play football in high school?,3,,Todd played football in high school,Dorothy,0.02,control,4794,4.32005
F,,243,Did Laura retract that Josh learned to ride a bike yesterday?,4,retract,Josh learned to ride a bike yesterday,Elizabeth,0,stim,9632,4.32005
M,,243,Did Amy celebrate that Jackson ran 10 miles?,5,celebrate,Jackson ran 10 miles,Robert,1,stim,9617,4.32005
M,,243,Did Catherine simulate that Julian cleaned his room?,6,simulate,Julian cleaned his room,James,0,stim,19842,4.32005
F,,243,Did Justin suppose that Zoe calculated the tip?,7,suppose,Zoe calculated the tip,Nancy,0,stim,16271,4.32005
F,,243,Is Kathleen excited that Dylan argued with his parents?,8,excite,Dylan argued with his parents,Karen,1,stim,7428,4.32005
F,,243,Is Noah tortured that Audrey went to a party?,9,torture,Audrey went to a party,Donna,1,stim,4027,4.32005
M,,243,Did Colby expose that Olivia left her job?,10,expose,Olivia left her job,William,1,stim,5061,4.32005
F,,243,Is Sharon aggravated that Fred missed the train?,11,aggravate,Fred missed the train,Betty,1,stim,2777,4.32005
M,,243,Is Patrick charmed that Valerie booked the venue?,12,charm,Valerie booked the venue,Kenneth,1,stim,4288,4.32005
M,,243,Did Alan write that Sophia got a tattoo?,13,write,Sophia got a tattoo,Richard,1,stim,8172,4.32005
F,,243,Did Cynthia bet that Lucas bought new shoes?,14,bet,Lucas bought new shoes,Susan,0,stim,8763,4.32005
F,,243,Did Amanda whine that Charley spilled the wine?,15,whine,Charley spilled the wine,Linda,1,stim,3791,4.32005
F,,243,Did Ruth express that Tony had a drink last night?,16,express,Tony had a drink last night,Kimberly,0,stim,8180,4.32005
M,,243,Did Brenda envision that Cole celebrated his friend's birthday?,17,envision,Cole celebrated his friend's birthday,Christopher,0,stim,14012,4.32005
F,,243,Is Andrew surprised that Isabella ate a steak on Sunday?,18,surprise,Isabella ate a steak on Sunday,Carol,1,stim,5249,4.32005
F,,243,Did Manuel gossip that Molly attended a conference last week?,19,gossip,Molly attended a conference last week,Ashley,0,stim,5978,4.32005
M,,243,Did Bobby think that Emilia looked after the kids?,20,think,Emilia looked after the kids,Thomas,0,stim,4421,4.32005
F,,243,Is Stephanie disgusted that Jayden rented a car?,21,disgust,Jayden rented a car,Helen,1,stim,3328,4.32005
F,,243,Is Zack coming to the meeting tomorrow?,22,,Zack is coming to the meeting tomorrow,Margaret,0,control,2964,4.32005
F,,243,Is Regina irritated that Danny ate the last cupcake?,23,irritate,Danny ate the last cupcake,Lisa,1,stim,3303,4.32005
F,,243,Was Hendrick's car expensive?,24,,Hendrick's car was expensive,Sandra,0,control,2811,4.32005
M,,243,Is Kaitlin shocked that Owen shoveled snow last winter?,25,shock,Owen shoveled snow last winter,Steven,1,stim,4107,4.32005
M,,243,Is Vanessa good at math?,26,,Vanessa is good at math,Paul,0.26,control,6039,4.32005
M,,243,Did Madison have a baby?,27,,Madison had a baby,Logan,0,control,4162,4.32005
M,,243,Did Nicole ignore that Connor fell from a tree?,28,ignore,Connor fell from a tree,Mark,0.76,stim,5072,4.32005
F,,243,Is Ray pained that Emma studied on Saturday morning?,29,pain,Emma studied on Saturday morning,Jennifer,1,stim,4308,4.32005
M,,243,Did Melissa elaborate that Jason made a cake?,30,elaborate,Jason made a cake,David,0.64,stim,10002,4.32005
F,,243,Is Brian offended that Natasha got a promotion?,31,offend,Natasha got a promotion,Michelle,0.97,stim,4568,4.32005
M,,243,Did Anna anticipate that Frank got a cat?,32,anticipate,Frank got a cat,Matthew,0.74,stim,12310,4.32005
M,,243,Did Kevin dictate that Hannah called her parents?,33,dictate,Hannah called her parents,George,0.75,stim,7249,4.32005
F,,243,Is Mary's aunt sick?,34,,Mary's aunt is sick,Jessica,0.02,control,2567,4.32005
F,,243,Is Shirley amused that Allen went to the museum?,35,amuse,Allen went to the museum,Sarah,1,stim,6318,4.32005
,Sarah,244,bot_check,1,,,,Sarah,,0,11.463066666666666
F,,244,Is Zack coming to the meeting tomorrow?,3,,Zack is coming to the meeting tomorrow,Jessica,0.61,control,1867,11.463066666666666
F,,244,Is Vanessa good at math?,4,,Vanessa is good at math,Michelle,0.72,control,1245,11.463066666666666
M,,244,Is Noah troubled that Emily bought a car yesterday?,5,trouble,Emily bought a car yesterday,Kenneth,0.55,stim,2107,11.463066666666666
F,,244,Did Kathleen express that Lucas bought new shoes?,6,express,Lucas bought new shoes,Sarah,0.73,stim,1036,11.463066666666666
F,,244,Is Amanda promised that Owen shoveled snow last winter?,7,promise,Owen shoveled snow last winter,Helen,0.77,stim,2044,11.463066666666666
M,,244,Did Ben anticipate that Emma studied on Saturday morning?,8,anticipate,Emma studied on Saturday morning,Steven,0.48,stim,982,11.463066666666666
F,,244,Did Melissa require that Jason made a cake?,9,require,Jason made a cake,Dorothy,0.64,stim,1721,11.463066666666666
F,,244,Is Ruth excited that Tony had a drink last night?,10,excite,Tony had a drink last night,Betty,0.44,stim,1370,11.463066666666666
M,,244,Is Catherine aggravated that Julian cleaned his room?,11,aggravate,Julian cleaned his room,Robert,0.75,stim,1196,11.463066666666666
F,,244,Did Scott envision that Grace visited her sister?,12,envision,Grace visited her sister,Kimberly,0.65,stim,904,11.463066666666666
M,,244,Is Mary's aunt sick?,13,,Mary's aunt is sick,George,0.75,control,1038,11.463066666666666
F,,244,Is Cynthia fascinated that Danny ate the last cupcake?,14,facinate,Danny ate the last cupcake,Linda,0.75,stim,1067,11.463066666666666
M,,244,Did Colby cringe that Emilia looked after the kids?,15,cringe,Emilia looked after the kids,Matthew,0.74,stim,1100,11.463066666666666
M,,244,Did Amy scream that Frank got a cat?,16,scream,Frank got a cat,Thomas,0.67,stim,1543,11.463066666666666
F,,244,Is Heather offended that Jayden rented a car?,17,offend,Jayden rented a car,Margaret,0.67,stim,890,11.463066666666666
F,,244,Did Regina shout that Jon went out for dinner?,18,shout,Jon went out for dinner,Ashley,0.75,stim,1375,11.463066666666666
F,,244,Is Laura amused that Louis went swimming?,19,amuse,Louis went swimming,Lisa,0.61,stim,1052,11.463066666666666
M,,244,Did Justin murmur that Danielle painted her room?,20,murmur,Danielle painted her room,Christopher,0.66,stim,1012,11.463066666666666
M,,244,Did Brenda resent that Jackson ran 10 miles?,21,resent,Jackson ran 10 miles,Paul,0.76,stim,974,11.463066666666666
F,,244,Did Kaitlin squeal that Josh learned to ride a bike yesterday?,22,squeal,Josh learned to ride a bike yesterday,Elizabeth,0.7,stim,1162,11.463066666666666
M,,244,Did Eli tweet that Audrey went to a party?,23,tweet,Audrey went to a party,Mark,0.67,stim,2078,11.463066666666666
F,,244,Did Kevin suppose that Mary planted a tree?,24,suppose,Mary planted a tree,Susan,0.68,stim,1095,11.463066666666666
F,,244,Is Patrick alarmed that Courtney woke up early yesterday?,25,alarm,Courtney woke up early yesterday,Jennifer,0.68,stim,1283,11.463066666666666
M,,244,Did Bobby think that Valerie booked the venue?,26,think,Valerie booked the venue,Richard,0.66,stim,995,11.463066666666666
M,,244,Did Brian weep that Josie went on vacation to France?,27,weep,Josie went on vacation to France,David,0.66,stim,1402,11.463066666666666
M,,244,Did Todd play football in high school?,28,,Todd played football in high school,William,0.59,control,910,11.463066666666666
M,,244,Was Hendrick's car expensive?,29,,Hendrick's car was expensive,Logan,0.56,control,1208,11.463066666666666
F,,244,Did Dennis enjoy that Natasha got a promotion?,30,enjoy,Natasha got a promotion,Sandra,0.68,stim,920,11.463066666666666
F,,244,Is Shirley thrilled that Connor fell from a tree?,31,thrill,Connor fell from a tree,Karen,0.6,stim,925,11.463066666666666
M,,244,Did Madison have a baby?,32,,Madison had a baby,James,0.68,control,1120,11.463066666666666
F,,244,Did Ray gossip that Hannah called her parents?,33,gossip,Hannah called her parents,Nancy,0.73,stim,1454,11.463066666666666
F,,244,Is Jerry insulted that Isabella ate a steak on Sunday?,34,insult,Isabella ate a steak on Sunday,Donna,0.73,stim,1613,11.463066666666666
F,,244,Did Andrew fantasize that Olivia left her job?,35,fantasize,Olivia left her job,Carol,0.66,stim,1288,11.463066666666666
,Margaret,245,bot_check,1,,,,margaret,,0,4.548133333333333
F,,245,Is Stephanie excited that Jackson ran 10 miles?,3,excite,Jackson ran 10 miles,Helen,0.9,stim,13520,4.548133333333333
M,,245,Did Manuel anticipate that Hannah called her parents?,4,anticipate,Hannah called her parents,Mark,0.96,stim,6833,4.548133333333333
F,,245,Did Todd play football in high school?,5,,Todd played football in high school,Margaret,0.85,control,4340,4.548133333333333
M,,245,Did Anna pray that Charley spilled the wine?,6,pray,Charley spilled the wine,James,0.88,stim,3794,4.548133333333333
M,,245,Is Tim shocked that Emilia looked after the kids?,7,shock,Emilia looked after the kids,Richard,0.88,stim,6096,4.548133333333333
M,,245,Was Hendrick's car expensive?,8,,Hendrick's car was expensive,Robert,0.87,control,16795,4.548133333333333
F,,245,Is Ruth insulted that Cole celebrated his friend's birthday?,9,insult,Cole celebrated his friend's birthday,Jessica,0.89,stim,3731,4.548133333333333
M,,245,Did Brian squeal that Courtney woke up early yesterday?,10,squeal,Courtney woke up early yesterday,Steven,0.86,stim,8153,4.548133333333333
F,,245,Did Colby think that Emma studied on Saturday morning?,11,think,Emma studied on Saturday morning,Michelle,0.87,stim,10452,4.548133333333333
F,,245,Did Amy tweet that Connor fell from a tree?,12,tweet,Connor fell from a tree,Donna,0.85,stim,5186,4.548133333333333
M,,245,Is Zack coming to the meeting tomorrow?,13,,Zack is coming to the meeting tomorrow,Logan,0.92,control,4611,4.548133333333333
F,,245,Did Madison have a baby?,14,,Madison had a baby,Jennifer,0.71,control,3185,4.548133333333333
F,,245,Did Kathleen enjoy that Fred missed the train?,15,enjoy,Fred missed the train,Lisa,0.63,stim,2956,4.548133333333333
F,,245,Did Sharon whine that Lucas bought new shoes?,16,whine,Lucas bought new shoes,Sandra,0.85,stim,2437,4.548133333333333
F,,245,Did Alan verify that Isabella ate a steak on Sunday?,17,verify,Isabella ate a steak on Sunday,Nancy,0.78,stim,3041,4.548133333333333
F,,245,Did Andrew dictate that Zoe calculated the tip?,18,dictate,Zoe calculated the tip,Betty,0.85,stim,1896,4.548133333333333
F,,245,Did Laura joke that Julian cleaned his room?,19,joke,Julian cleaned his room,Susan,0.74,stim,2520,4.548133333333333
M,,245,Did Eli bet that Valerie booked the venue?,20,bet,Valerie booked the venue,George,0.81,stim,1998,4.548133333333333
F,,245,Did Scott love that Josie went on vacation to France?,21,love,Josie went on vacation to France,Ashley,0.93,stim,1776,4.548133333333333
M,,245,Is Melissa surprised that Josh learned to ride a bike yesterday?,22,surprise,Josh learned to ride a bike yesterday,Paul,0.66,stim,1513,4.548133333333333
M,,245,Did Shirley gossip that Jayden rented a car?,23,gossip,Jayden rented a car,William,0.78,stim,1676,4.548133333333333
M,,245,Did Patrick weep that Emily bought a car yesterday?,24,weep,Emily bought a car yesterday,David,0.71,stim,2158,4.548133333333333
M,,245,Is Vanessa good at math?,25,,Vanessa is good at math,Matthew,0.57,control,1914,4.548133333333333
